filename,folder,label,brightness_mean,brightness_std,brightness_max,brightness_min,brightness_p95,block_mean_var,block_mean_max,block_mean_min,block_top3_mean,bright_block_count,bright_pixel_ratio,connected_component_count,largest_component_area,largest_component_ratio,sobel_mean,laplacian_var,rgb_r_mean,rgb_g_mean,rgb_b_mean,rgb_r_p95,rgb_red_ratio_mean,red_over_green_mean,red_over_blue_mean,red_dominance_mean,bright_red_pixel_ratio,bright_red_mean_dominance,bright_red_mean_intensity,bright_red_component_count,bright_red_largest_component_ratio
37342469732_6d6aa633b3_o,fire_light,1,151.40512084960938,15.139663696289062,219.0,117.0,177.0,152.8058624267578,183.25050354003906,134.4394989013672,175.3321533203125,0.0,0.005779655612244898,15.0,221.0,0.004404496173469388,15.489718437194824,100.02176666259766,141.14170837402344,151.81765747070312,176.255126953125,171.0,0.29987749457359314,-10.675960540771484,-35.11342239379883,-35.20912551879883,0.001295440051020408,60.153846740722656,251.3230743408203,12.0,0.0004185267857142857
38088823072_aa623aa8cd_o,fire_light,1,28.088449478149414,31.204980850219727,254.0,0.0,79.0,381.9740295410156,63.92148208618164,1.0904040336608887,61.74650192260742,0.0,0.004603794642857143,16.0,61.0,0.0012157206632653062,22.372907638549805,255.6090545654297,49.6187629699707,21.754005432128906,4.309271335601807,138.0,0.6528459787368774,27.864755630493164,45.30949020385742,27.827587127685547,0.0016541772959183674,41.43373489379883,248.92770385742188,36.0,0.0004384566326530612
38252965765_fa7e58f3fd_o,fire_light,1,83.02473449707031,33.11480712890625,244.0,11.0,154.0,769.561279296875,175.2325897216797,38.714569091796875,134.81053161621094,0.0,0.011120854591836735,16.0,471.0,0.009386957908163265,15.92903995513916,81.94270324707031,112.66460418701172,73.15176391601562,56.145606994628906,250.0,0.44879090785980225,39.51283645629883,56.51899337768555,39.50577926635742,0.006477200255102041,43.00615310668945,254.00308227539062,37.0,0.0016143176020408164
38425122874_20fd4958cc_o,fire_light,1,78.63468933105469,48.13426208496094,253.0,7.0,176.0,1320.4488525390625,146.08790588378906,13.589899063110352,136.36756896972656,0.0,0.018176020408163265,39.0,550.0,0.010961415816326531,35.32179260253906,275.20343017578125,131.8465576171875,65.05209350585938,8.995834350585938,254.0,0.6416984796524048,66.79446411132812,122.85072326660156,66.49818420410156,0.012934470663265306,48.160247802734375,253.9768829345703,51.0,0.005221619897959184
40052135590_ff281a560c_o,fire_light,1,26.17639923095703,19.281356811523438,204.0,6.0,69.0,277.0539855957031,61.62814712524414,7.041975498199463,58.72049331665039,0.0,1.992984693877551e-05,1.0,1.0,1.992984693877551e-05,6.218410968780518,19.404891967773438,72.52301788330078,7.432796478271484,1.0818718671798706,183.0,0.861238420009613,65.09022521972656,71.44114685058594,64.87155151367188,1.992984693877551e-05,56.0,255.0,1.0,1.992984693877551e-05
42206136870_fbd39b5bc9_o,fire_light,1,67.85686492919922,42.444366455078125,242.0,11.0,138.0,1424.5263671875,130.4523468017578,15.967901229858398,123.60296630859375,0.0,0.0026705994897959183,6.0,100.0,0.001992984693877551,14.479713439941406,77.44746398925781,103.92520141601562,57.03154754638672,28.971420288085938,211.0,0.532179057598114,46.893653869628906,74.95378112792969,46.75001907348633,0.002072704081632653,42.875,253.57691955566406,8.0,0.0018136160714285715
42582908464_3c761ea37c_o,fire_light,1,89.1756591796875,39.20309066772461,251.0,6.0,181.0,857.5987548828125,180.76565551757812,43.73383712768555,150.19578552246094,0.0,0.003946109693877551,22.0,75.0,0.0014947385204081632,62.01987075805664,804.326904296875,96.40509033203125,86.8780517578125,82.11094665527344,192.0,0.36313092708587646,9.527045249938965,14.294144630432129,6.6338887214660645,0.002232142857142857,46.65178680419922,252.86607360839844,25.0,0.00047831632653061223
45600718572_9a9d934a92_o,fire_light,1,53.51048278808594,49.70039749145508,255.0,5.0,170.0,1868.8514404296875,174.12197875976562,10.996542930603027,145.8831329345703,0.0,0.021145567602040817,12.0,564.0,0.011240433673469387,17.42922592163086,115.83739471435547,66.64251708984375,48.4887809753418,44.9594841003418,238.0,0.38586798310279846,18.153738021850586,21.683034896850586,12.178630828857422,0.01034359056122449,47.603084564208984,252.20616149902344,34.0,0.0027503188775510204
50230975677_c9cf065951_o,fire_light,1,37.816925048828125,28.462753295898438,215.0,0.0,89.0,504.79962158203125,85.56642150878906,2.4414141178131104,78.07884979248047,0.0,0.00013950892857142856,5.0,3.0,5.978954081632653e-05,16.35464859008789,96.06314086914062,86.18700408935547,19.6999568939209,4.229910850524902,176.0,0.8105868697166443,66.48704528808594,81.95709228515625,66.4657974243164,0.0,0.0,0.0,0.0,0.0
50237929906_32fcef2170_o,fire_light,1,54.70884323120117,44.185020446777344,255.0,0.0,139.0,544.0994262695312,93.38320922851562,11.128395080566406,90.80166625976562,0.0,0.012376434948979591,23.0,197.0,0.003926179846938775,58.22760009765625,1228.252685546875,87.4198989868164,43.147560119628906,28.475845336914062,198.0,0.5538128614425659,44.272342681884766,58.94405746459961,44.04617691040039,0.003667091836734694,46.706520080566406,252.17935180664062,26.0,0.001096141581632653
50622019883_c988dcf6ba_o,fire_light,1,21.692602157592773,39.794471740722656,254.0,0.0,111.0,750.6885986328125,104.0,0.9545679092407227,86.11209869384766,0.0,0.012057557397959183,25.0,245.0,0.0048828125,25.546401977539062,433.3873291015625,27.043825149536133,20.7141056060791,12.729053497314453,136.0,0.4207013249397278,6.329719543457031,14.31477165222168,6.247847557067871,0.004544005102040816,37.293861389160156,243.69737243652344,32.0,0.0013751594387755102
51829087853_36bd588ba8_o,fire_light,1,121.2578353881836,41.85615158081055,247.0,4.0,190.0,711.2093505859375,180.8343505859375,83.24899291992188,169.5123291015625,0.0,0.026207748724489797,95.0,354.0,0.00705516581632653,99.3065414428711,2487.98974609375,123.52676391601562,121.91284942626953,111.92552185058594,190.0,0.3476276695728302,1.6139190196990967,11.60124397277832,-2.390266180038452,0.0,0.0,0.0,0.0,0.0
52304531978_24c1bbebcf_o,fire_light,1,49.713130950927734,64.15997314453125,255.0,0.0,181.0,2966.7392578125,182.81185913085938,0.0,154.76852416992188,0.0,0.03639190051020408,6.0,1794.0,0.03575414540816327,19.189462661743164,141.60641479492188,78.14335632324219,41.393375396728516,18.038026809692383,255.0,0.5718131065368652,36.74998092651367,60.10532760620117,36.74812698364258,0.014907525510204082,45.62700653076172,254.7593536376953,33.0,0.013173628826530613
52530684530_26c6809974_o,fire_light,1,32.94314193725586,46.01931381225586,255.0,0.0,130.0,992.9121704101562,113.01925659179688,0.46919190883636475,96.64542388916016,0.0,0.02228156887755102,50.0,301.0,0.005998883928571429,29.738754272460938,566.1791381835938,53.75592041015625,26.53641128540039,11.40168571472168,215.0,0.6381428837776184,27.219507217407227,42.35423278808594,27.185565948486328,0.00723453443877551,44.54545593261719,253.56748962402344,119.0,0.0003587372448979592
9573555526_ca9322b143_o,fire_light,1,105.95294189453125,59.436092376708984,255.0,14.0,220.0,2091.1611328125,202.79241943359375,39.63357925415039,188.44190979003906,1.0,0.09394929846938775,32.0,2036.0,0.04057716836734694,69.37110137939453,756.26611328125,108.64684295654297,104.76002502441406,105.01976776123047,216.0,0.34451043605804443,3.8868184089660645,3.627072811126709,-1.828922152519226,1.992984693877551e-05,49.0,235.0,1.0,1.992984693877551e-05
marc-szeglat-BsAzhHIIwxg-unsplash,fire_light,1,37.218849182128906,22.37570571899414,250.0,1.0,74.0,214.14346313476562,70.50617218017578,13.633781433105469,61.366912841796875,0.0,0.00023915816326530612,4.0,9.0,0.0001793686224489796,29.059066772460938,214.4546661376953,47.510501861572266,33.226322174072266,30.640087127685547,98.0,0.40992674231529236,14.2841796875,16.87041664123535,13.581951141357422,0.00013950892857142856,43.0,253.0,3.0,9.964923469387755e-05
marc-szeglat-I1MGVZ42wnU-unsplash,fire_light,1,32.498085021972656,20.118221282958984,172.0,0.0,72.0,196.97244262695312,53.85185241699219,5.960987567901611,53.02814865112305,0.0,0.0,0.0,0.0,0.0,21.675474166870117,97.42450714111328,31.743701934814453,32.11957931518555,36.471778869628906,83.0,0.29358339309692383,-0.37587690353393555,-4.728076934814453,-5.530672073364258,0.0,0.0,0.0,0.0,0.0
matt-palmer-kbTp7dBzHyY-unsplash,fire_light,1,78.96929168701172,48.42873764038086,180.0,0.0,156.0,2010.368408203125,155.93585205078125,12.57185173034668,148.0359344482422,0.0,0.0,0.0,0.0,0.0,18.879430770874023,171.94139099121094,110.02449035644531,68.79813385009766,49.89823913574219,207.0,0.4376208186149597,41.22636413574219,60.12625503540039,38.98822021484375,0.0,0.0,0.0,0.0,0.0
392,without_light,0,84.4451904296875,23.895709991455078,249.0,40.0,134.0,469.9617919921875,136.9691925048828,54.76641845703125,129.664306640625,0.0,0.001016422193877551,5.0,22.0,0.0004384566326530612,29.41206169128418,549.6494750976562,57.577545166015625,95.93526458740234,95.54926300048828,103.0,0.22476908564567566,-38.35771942138672,-37.971717834472656,-39.39642333984375,7.971938775510203e-05,42.5,239.5,4.0,1.992984693877551e-05
393,without_light,0,61.803611755371094,12.87099552154541,246.0,35.0,82.0,111.7221908569336,82.786865234375,44.1856803894043,80.69882202148438,0.0,0.0009167729591836735,5.0,17.0,0.00033880739795918367,17.730703353881836,217.80892944335938,36.46875,67.58394622802734,98.6785888671875,53.0,0.17678287625312805,-31.11519432067871,-62.209842681884766,-62.21057891845703,0.0,0.0,0.0,0.0,0.0
394,without_light,0,97.87213134765625,23.929649353027344,249.0,43.0,145.0,459.51910400390625,142.85858154296875,63.52592468261719,139.2129669189453,0.0,0.0008370535714285714,12.0,19.0,0.0003786670918367347,34.55208206176758,568.0010986328125,84.72881317138672,99.67288970947266,123.15383911132812,134.0,0.271923303604126,-14.944076538085938,-38.42502212524414,-38.4290885925293,1.992984693877551e-05,33.0,248.0,1.0,1.992984693877551e-05
395,without_light,0,99.18157958984375,28.469018936157227,247.0,41.0,156.0,667.80908203125,152.53826904296875,59.69679641723633,148.1598358154297,0.0,0.0011160714285714285,26.0,15.0,0.00029894770408163266,39.92518997192383,656.20556640625,96.33428192138672,97.51873779296875,115.30121612548828,150.0,0.31016239523887634,-1.1844507455825806,-18.966936111450195,-18.9875431060791,0.0,0.0,0.0,0.0,0.0
396,without_light,0,93.6358413696289,21.74114418029785,250.0,23.0,137.0,373.1747741699219,134.69432067871094,65.11415100097656,130.80592346191406,0.0,0.0009167729591836735,4.0,19.0,0.0003786670918367347,31.32483673095703,459.0963439941406,51.879981994628906,110.22769927978516,117.6296615600586,80.0,0.18319988250732422,-58.34771728515625,-65.74967956542969,-66.01945495605469,5.978954081632653e-05,41.33333206176758,245.0,2.0,3.985969387755102e-05
397,without_light,0,69.13996887207031,20.58295249938965,248.0,27.0,108.0,318.0252990722656,106.9150619506836,41.221073150634766,102.49810791015625,0.0,0.0012157206632653062,6.0,19.0,0.0003786670918367347,30.221372604370117,465.1756286621094,40.54918670654297,78.66770935058594,95.04544067382812,63.0,0.18733227252960205,-38.11852264404297,-54.496253967285156,-54.504722595214844,0.00011957908163265306,43.33333206176758,240.0,4.0,3.985969387755102e-05
398,without_light,0,87.19654846191406,17.79555892944336,250.0,36.0,121.0,233.33619689941406,116.99752807617188,63.48915100097656,116.40477752685547,0.0,0.0014150191326530613,6.0,21.0,0.0004185267857142857,25.446697235107422,369.28594970703125,41.54458236694336,107.10208129882812,104.44621276855469,64.0,0.16105128824710846,-65.5574951171875,-62.90162658691406,-66.56333923339844,9.964923469387755e-05,41.0,241.60000610351562,4.0,3.985969387755102e-05
399,without_light,0,73.85118103027344,16.9834041595459,249.0,24.0,106.0,213.21803283691406,102.51703643798828,51.903926849365234,100.7774429321289,0.0,0.0011160714285714285,5.0,18.0,0.0003587372448979592,24.664112091064453,370.1266784667969,36.178592681884766,89.1435546875,93.80638122558594,56.0,0.16202375292778015,-52.964962005615234,-57.62778854370117,-57.959144592285156,0.00011957908163265306,37.66666793823242,236.0,5.0,3.985969387755102e-05
400,without_light,0,98.30911254882812,20.172653198242188,246.0,49.0,140.0,302.4563293457031,143.81919860839844,70.18814849853516,133.59429931640625,0.0,0.0007573341836734694,13.0,21.0,0.0004185267857142857,32.57438659667969,555.9686279296875,88.94569396972656,100.97257995605469,109.29206848144531,136.0,0.2940731942653656,-12.026885032653809,-20.34638023376465,-20.807716369628906,0.0,0.0,0.0,0.0,0.0
401,without_light,0,89.8945541381836,16.78029441833496,251.0,48.0,125.0,188.2844696044922,121.8707046508789,69.65531158447266,116.18472290039062,0.0,0.0010762117346938774,4.0,24.0,0.00047831632653061223,30.789819717407227,397.47412109375,54.31499099731445,101.44667053222656,123.8224868774414,83.0,0.1916966289281845,-47.131675720214844,-69.50749206542969,-69.5079116821289,1.992984693877551e-05,30.0,245.0,1.0,1.992984693877551e-05
402,without_light,0,94.80552673339844,15.3139009475708,248.0,59.0,126.0,152.73876953125,122.55050659179688,76.29086303710938,119.03272247314453,0.0,0.0010762117346938774,4.0,22.0,0.0004384566326530612,28.070293426513672,338.3111877441406,55.08063507080078,108.49440002441406,128.4905548095703,82.0,0.18624800443649292,-53.41376495361328,-73.40991973876953,-73.41043853759766,1.992984693877551e-05,37.0,242.0,1.0,1.992984693877551e-05
403,without_light,0,80.15254211425781,16.279836654663086,249.0,37.0,113.0,173.4775848388672,108.55201721191406,59.25185012817383,106.25321197509766,0.0,0.001136001275510204,5.0,24.0,0.00047831632653061223,29.036808013916016,368.3053283691406,52.72291564941406,91.54095458984375,93.43594360351562,76.0,0.22038424015045166,-38.81803894042969,-40.71303176879883,-42.403717041015625,7.971938775510203e-05,33.0,234.5,2.0,3.985969387755102e-05
404,without_light,0,80.17066192626953,14.663643836975098,243.0,39.0,108.0,143.1492462158203,104.45050811767578,61.10469055175781,101.94780731201172,0.0,0.0006975446428571429,5.0,21.0,0.0004185267857142857,25.711814880371094,316.06939697265625,65.06200408935547,82.8466796875,106.08125305175781,90.0,0.2549572288990021,-17.784677505493164,-41.01925277709961,-41.01959228515625,0.0,0.0,0.0,0.0,0.0
405,without_light,0,102.82402038574219,20.82904624938965,230.0,61.0,147.0,329.2923889160156,148.4241943359375,79.56404876708984,139.2353973388672,0.0,0.0015345982142857143,28.0,10.0,0.0001992984693877551,31.170923233032227,474.6789245605469,79.97050476074219,114.24830627441406,104.00617980957031,126.0,0.2644498348236084,-34.277801513671875,-24.035675048828125,-34.28334426879883,0.0,0.0,0.0,0.0,0.0
406,without_light,0,94.80026245117188,18.52797508239746,234.0,54.0,133.0,247.3328094482422,138.11061096191406,74.02479553222656,125.73149871826172,0.0,0.0011559311224489796,12.0,25.0,0.0004982461734693878,29.227863311767578,393.0096435546875,77.86499786376953,101.49330139160156,104.8221664428711,120.0,0.27026262879371643,-23.62830924987793,-26.957170486450195,-27.917888641357422,0.0,0.0,0.0,0.0,0.0
407,without_light,0,96.39807891845703,18.3315486907959,227.0,54.0,134.0,222.0518341064453,134.0439453125,76.72525024414062,125.38042449951172,0.0,0.0011160714285714285,13.0,22.0,0.0004384566326530612,33.08348083496094,486.9326477050781,79.69590759277344,105.2549057006836,94.63014221191406,118.0,0.2820300757884979,-25.558992385864258,-14.934231758117676,-25.56604766845703,3.985969387755102e-05,33.0,237.5,2.0,1.992984693877551e-05
408,without_light,0,85.72847747802734,22.749279022216797,228.0,36.0,135.0,374.13604736328125,137.8222198486328,62.20609664916992,124.8967056274414,0.0,0.001016422193877551,17.0,27.0,0.0005381058673469387,37.82258987426758,552.598388671875,79.94794464111328,84.51107788085938,107.12340545654297,129.0,0.29120445251464844,-4.563137531280518,-27.17546272277832,-27.182119369506836,0.0,0.0,0.0,0.0,0.0
409,without_light,0,90.36027526855469,20.278669357299805,246.0,46.0,134.0,322.135498046875,140.5723114013672,71.59407043457031,129.609619140625,0.0,0.0005580357142857143,4.0,25.0,0.0004982461734693878,28.30868148803711,389.8459167480469,80.45423889160156,90.91236877441406,113.51435089111328,129.0,0.2789932191371918,-10.45812702178955,-33.06010818481445,-33.06090545654297,0.0,0.0,0.0,0.0,0.0
410,without_light,0,95.76520538330078,21.267696380615234,237.0,59.0,142.0,360.41351318359375,148.28564453125,76.6632080078125,136.88763427734375,0.0,0.0007772640306122449,10.0,29.0,0.0005779655612244898,29.101327896118164,427.18792724609375,75.23666381835938,105.6659927368164,98.69112396240234,127.0,0.2646183371543884,-30.42932891845703,-23.45446014404297,-30.717554092407227,3.985969387755102e-05,31.5,229.5,2.0,1.992984693877551e-05
411,without_light,0,71.91178894042969,20.744401931762695,247.0,19.0,117.0,337.8681335449219,126.195556640625,55.145957946777344,113.64411163330078,0.0,0.0006576849489795918,8.0,22.0,0.0004384566326530612,26.02281379699707,342.56158447265625,59.722476959228516,78.87342834472656,67.98262023925781,109.0,0.28336232900619507,-19.150949478149414,-8.260144233703613,-19.152782440185547,0.0,0.0,0.0,0.0,0.0
412,without_light,0,80.25729370117188,20.370317459106445,248.0,17.0,125.0,318.289794921875,134.67901611328125,63.594444274902344,120.34518432617188,0.0,0.0011160714285714285,10.0,25.0,0.0004982461734693878,25.913230895996094,349.8436584472656,65.18190002441406,88.8027114868164,75.74071502685547,115.0,0.27832818031311035,-23.62081527709961,-10.558813095092773,-23.620914459228516,0.0,0.0,0.0,0.0,0.0
413,without_light,0,85.64961242675781,20.058712005615234,249.0,14.0,130.0,309.82757568359375,139.6849365234375,69.89545440673828,125.69185638427734,0.0,0.0013552295918367347,16.0,28.0,0.0005580357142857143,26.16813087463379,349.888427734375,67.24687194824219,94.34925079345703,89.39215850830078,116.0,0.2633048892021179,-27.102378845214844,-22.145288467407227,-27.324058532714844,1.992984693877551e-05,47.0,234.0,1.0,1.992984693877551e-05
414,without_light,0,82.2197036743164,21.760221481323242,242.0,29.0,131.0,369.24334716796875,138.43605041503906,64.75757598876953,126.36246490478516,0.0,0.0013751594387755102,16.0,27.0,0.0005381058673469387,27.994701385498047,425.2147521972656,66.61778259277344,87.3642349243164,96.62551879882812,117.0,0.26113155484199524,-20.74645233154297,-30.007732391357422,-30.274553298950195,0.0,0.0,0.0,0.0,0.0
415,without_light,0,60.511619567871094,18.3238582611084,246.0,34.0,98.0,249.35317993164062,108.97481536865234,46.988887786865234,96.8749008178711,0.0,0.0008769132653061224,7.0,26.0,0.0005181760204081633,24.606250762939453,376.49554443359375,51.50067901611328,62.64485168457031,73.33027648925781,90.0,0.26987963914871216,-11.144172668457031,-21.829599380493164,-21.956771850585938,1.992984693877551e-05,31.0,235.0,1.0,1.992984693877551e-05
416,without_light,0,114.63352966308594,25.042760848999023,248.0,47.0,155.0,505.135498046875,150.80101013183594,76.28296661376953,147.87498474121094,0.0,0.0010363520408163266,4.0,21.0,0.0004185267857142857,43.712440490722656,724.7181396484375,84.62946319580078,124.09339141845703,144.59967041015625,119.0,0.23641502857208252,-39.46392822265625,-59.9702033996582,-60.01829528808594,0.0,0.0,0.0,0.0,0.0
417,without_light,0,105.01907348632812,20.584590911865234,244.0,54.0,139.0,345.9923095703125,140.0232391357422,75.21580505371094,135.3811492919922,0.0,0.0012555803571428572,4.0,20.0,0.0003985969387755102,33.220001220703125,432.4601745605469,43.373226165771484,131.32980346679688,131.2202911376953,63.0,0.1390070766210556,-87.95657348632812,-87.84706115722656,-90.12904357910156,3.985969387755102e-05,37.5,234.0,2.0,1.992984693877551e-05
418,without_light,0,97.26191711425781,23.854324340820312,246.0,36.0,139.0,478.14971923828125,141.75567626953125,63.08148193359375,135.1175537109375,0.0,0.0010562818877551021,7.0,19.0,0.0003786670918367347,36.453346252441406,510.2796936035156,42.63847351074219,120.7236328125,119.74270629882812,63.0,0.14822840690612793,-78.08515930175781,-77.10423278808594,-80.07012939453125,3.985969387755102e-05,42.5,235.0,2.0,1.992984693877551e-05
419,without_light,0,91.34136199951172,21.141231536865234,248.0,43.0,130.0,365.177490234375,128.86105346679688,64.62419891357422,125.08162689208984,0.0,0.0012755102040816326,6.0,22.0,0.0004384566326530612,30.228864669799805,402.4013977050781,43.333045959472656,111.4490966796875,113.76803588867188,66.0,0.15817835927009583,-68.11605072021484,-70.43498992919922,-71.85492706298828,3.985969387755102e-05,58.0,242.0,1.0,3.985969387755102e-05
420,without_light,0,100.74577331542969,25.052465438842773,242.0,31.0,147.0,413.3016052246094,155.540283203125,66.12049102783203,140.63311767578125,0.0,0.0014349489795918368,25.0,15.0,0.00029894770408163266,60.644874572753906,1299.8992919921875,98.4228744506836,101.11624908447266,104.9305648803711,147.0,0.320179283618927,-2.6933794021606445,-6.507692813873291,-8.122130393981934,3.985969387755102e-05,36.0,236.5,1.0,3.985969387755102e-05
421,without_light,0,90.62266540527344,20.51116943359375,230.0,30.0,126.0,256.85284423828125,135.32127380371094,65.54962921142578,122.07611083984375,0.0,0.0006576849489795918,11.0,10.0,0.0001992984693877551,51.627559661865234,998.7167358398438,88.87149047851562,89.06766510009766,103.23082733154297,128.0,0.312796950340271,-0.19616948068141937,-14.359334945678711,-14.465900421142578,0.0,0.0,0.0,0.0,0.0
422,without_light,0,91.91334533691406,23.70604705810547,223.0,27.0,135.0,345.66729736328125,140.986572265625,62.73432159423828,127.4668960571289,0.0,0.0014150191326530613,36.0,12.0,0.00023915816326530612,58.53498840332031,1293.044921875,93.12617492675781,89.6384506225586,100.44116973876953,136.0,0.327709823846817,3.4877231121063232,-7.314990997314453,-7.6181440353393555,0.0,0.0,0.0,0.0,0.0
423,without_light,0,59.060367584228516,19.05816650390625,219.0,16.0,97.0,246.2557373046875,106.72417449951172,38.499752044677734,90.99728393554688,0.0,0.00029894770408163266,11.0,2.0,3.985969387755102e-05,38.972530364990234,587.0146484375,62.45493698120117,53.688934326171875,77.65786743164062,99.0,0.3238772451877594,8.766003608703613,-15.202925682067871,-15.202945709228516,0.0,0.0,0.0,0.0,0.0
424,without_light,0,68.9119873046875,21.79725456237793,246.0,23.0,112.0,331.7239074707031,122.82765197753906,42.685951232910156,106.45943450927734,0.0,0.000896843112244898,19.0,7.0,0.00013950892857142856,41.609474182128906,662.8321533203125,64.69467163085938,71.47417449951172,66.68156433105469,106.0,0.318352609872818,-6.779496192932129,-1.9868861436843872,-7.123106479644775,0.0,0.0,0.0,0.0,0.0
425,without_light,0,54.18365478515625,15.937708854675293,241.0,13.0,83.0,160.30389404296875,94.21333312988281,38.935951232910156,81.20575714111328,0.0,0.000896843112244898,19.0,11.0,0.0002192283163265306,28.960494995117188,422.22430419921875,40.88972854614258,61.4954948425293,50.888832092285156,67.0,0.26361310482025146,-20.60576820373535,-9.999103546142578,-20.607362747192383,0.0,0.0,0.0,0.0,0.0
426,without_light,0,57.592037200927734,18.606599807739258,247.0,16.0,93.0,232.43524169921875,104.9437026977539,38.582645416259766,89.92098999023438,0.0,0.0007374043367346938,15.0,13.0,0.00025908801020408165,34.7260856628418,499.67291259765625,42.791114807128906,65.44937896728516,56.03892135620117,73.0,0.25738725066185,-22.658262252807617,-13.247807502746582,-22.66077423095703,0.0,0.0,0.0,0.0,0.0
427,without_light,0,42.798370361328125,10.599161148071289,247.0,6.0,51.0,22.674057006835938,53.021236419677734,35.84696960449219,50.5295524597168,0.0,0.001634247448979592,3.0,48.0,0.0009566326530612245,13.396260261535645,202.34283447265625,42.43510818481445,42.972816467285156,42.623985290527344,53.0,0.32860785722732544,-0.5377072691917419,-0.18887515366077423,-1.0412746667861938,3.985969387755102e-05,36.0,228.5,2.0,1.992984693877551e-05
428,without_light,0,39.37177276611328,10.775653839111328,251.0,3.0,45.0,19.254220962524414,50.01313018798828,32.997474670410156,47.21952438354492,0.0,0.0018734056122448979,2.0,92.0,0.001833545918367347,9.950461387634277,157.00332641601562,43.373008728027344,36.763431549072266,42.69441604614258,52.0,0.35063716769218445,6.609574317932129,0.6785913705825806,0.6751634478569031,0.0003587372448979592,41.0,241.55555725097656,10.0,9.964923469387755e-05
429,without_light,0,39.879146575927734,14.553698539733887,229.0,8.0,61.0,82.13170623779297,67.13946533203125,31.52642059326172,60.007598876953125,0.0,0.001833545918367347,15.0,30.0,0.0005978954081632653,16.54093360900879,363.4718322753906,40.6860237121582,38.64391326904297,44.36888122558594,70.0,0.3219664394855499,2.042111873626709,-3.682856321334839,-3.6951730251312256,0.0,0.0,0.0,0.0,0.0
430,without_light,0,42.63317108154297,13.589983940124512,243.0,4.0,65.0,84.02505493164062,69.35555267333984,33.59696960449219,62.233245849609375,0.0,0.0014748086734693877,4.0,33.0,0.0006576849489795918,15.150245666503906,262.8616943359375,41.22000503540039,44.066585540771484,38.51359176635742,66.0,0.3297503590583801,-2.8465800285339355,2.706413507461548,-2.849968194961548,0.0,0.0,0.0,0.0,0.0
431,without_light,0,37.43044662475586,13.13239860534668,244.0,7.0,52.0,45.401615142822266,50.828514099121094,29.64790153503418,50.222808837890625,0.0,0.002152423469387755,4.0,72.0,0.0014349489795918368,15.619564056396484,311.7464904785156,36.17586135864258,38.358001708984375,35.703941345214844,56.0,0.32129454612731934,-2.1821389198303223,0.47191885113716125,-2.239098310470581,5.978954081632653e-05,32.66666793823242,234.3333282470703,3.0,1.992984693877551e-05
432,without_light,0,43.253448486328125,14.354353904724121,240.0,2.0,68.0,117.50634765625,71.2794418334961,32.763458251953125,67.80426025390625,0.0,0.0015146683673469387,2.0,39.0,0.0007772640306122449,15.370401382446289,310.2484130859375,46.309051513671875,42.40357971191406,39.52435302734375,78.0,0.35639089345932007,3.905472755432129,6.784698009490967,3.874262571334839,7.971938775510203e-05,38.0,232.25,4.0,1.992984693877551e-05
433,without_light,0,81.4835205078125,23.270809173583984,216.0,50.0,125.0,466.757080078125,135.4881134033203,58.38716125488281,121.87213134765625,0.0,0.00015943877551020407,7.0,2.0,3.985969387755102e-05,25.997314453125,396.5896911621094,62.515743255615234,88.21944427490234,96.47923278808594,112.0,0.2424972504377365,-25.703702926635742,-33.9634895324707,-34.009185791015625,0.0,0.0,0.0,0.0,0.0
434,without_light,0,36.865352630615234,15.819621086120605,249.0,3.0,55.0,68.91262817382812,59.96281051635742,26.499753952026367,52.539794921875,0.0,0.0025111607142857145,13.0,31.0,0.0006178252551020409,17.61868667602539,414.35992431640625,38.66181182861328,35.749061584472656,38.23738479614258,62.0,0.3352782726287842,2.9127471446990967,0.42442601919174194,0.2227957546710968,0.00025908801020408165,36.153846740722656,239.92308044433594,10.0,5.978954081632653e-05
435,without_light,0,33.2122917175293,9.024460792541504,248.0,10.0,41.0,13.758173942565918,44.972347259521484,28.263704299926758,41.38267135620117,0.0,0.0009367028061224489,2.0,46.0,0.0009167729591836735,10.4158935546875,173.4258575439453,32.9918098449707,32.926300048828125,35.55678176879883,42.0,0.3229186236858368,0.06550940871238708,-2.5649712085723877,-2.6635842323303223,9.964923469387755e-05,35.79999923706055,241.0,4.0,3.985969387755102e-05
436,without_light,0,58.535736083984375,9.962943077087402,208.0,41.0,75.0,52.01032257080078,84.11308288574219,48.961483001708984,73.78221893310547,0.0,7.971938775510203e-05,2.0,2.0,3.985969387755102e-05,19.637500762939453,319.150634765625,51.571407318115234,57.30793762207031,83.12105560302734,77.0,0.26516443490982056,-5.736527442932129,-31.549644470214844,-31.549644470214844,0.0,0.0,0.0,0.0,0.0
437,without_light,0,31.469009399414062,12.00505256652832,202.0,10.0,43.0,30.07619857788086,50.248966217041016,26.015308380126953,44.32041549682617,0.0,1.992984693877551e-05,1.0,1.0,1.992984693877551e-05,14.522270202636719,306.91363525390625,29.439672470092773,32.28627395629883,32.159759521484375,45.0,0.30873504281044006,-2.84660005569458,-2.720085382461548,-3.39168119430542,0.0,0.0,0.0,0.0,0.0
